ID,Sexo,AdultoMayor,Socio,Dependientes,MesesCliente,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,TransmisionTV,TransmisionPeliculas,TerminoContrato,FacturacionElectronica,MetodoPago,MontoCargadoMes,MontoCargadoTotal,Churn
ID04086,Masculino,0.0,No,No,9.0,Si,No,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,80.8,713.1,1
ID01892,Masculino,1.0,Si,No,21.0,Si,No,DSL,Si,Si,No,No,No,Si,Mes a mes,Si,Tarjeta de credito (automatico),64.95,1339.8,0
ID05064,Masculino,0.0,Si,No,72.0,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Checke por correo,64.7,4746.05,0
ID01251,Masculino,0.0,Si,Si,67.0,Si,Si,DSL,Si,Si,Si,Si,No,No,Anual,Si,Transferencia bancaria (automatico),69.35,4653.25,0
ID06486,Femenino,0.0,Si,Si,61.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,No,Checke electronico,88.1,5526.75,0
ID06989,Femenino,0.0,No,No,40.0,Si,No,DSL,No,No,Si,No,No,No,Anual,Si,Checke electronico,50.25,2023.55,0
ID03503,Femenino,0.0,No,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,70.1,70.1,1
ID05312,Femenino,1.0,Si,No,50.0,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Anual,Si,Checke por correo,100.65,5189.75,0
ID01640,Masculino,0.0,Si,Si,50.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Tarjeta de credito (automatico),103.85,5017.9,1
ID00605,Femenino,0.0,No,Si,50.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),20.15,970.85,0
ID05882,Femenino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.65,38.7,1
ID05455,Femenino,0.0,No,Si,1.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,25.4,25.4,0
ID04834,Femenino,,Si,No,55.0,Si,Si,Fibra Optica,No,Si,Si,Si,No,No,Mes a mes,No,Checke por correo,90.45,5044.8,0
ID00924,Masculino,0.0,Si,No,62.0,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Bianual,Si,Transferencia bancaria (automatico),38.6,2345.55,0
ID06329,Masculino,0.0,Si,Si,,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,,Checke electronico,25.75, ,0
ID04954,Femenino,0.0,Si,Si,70.0,Si,Si,DSL,Si,Si,Si,Si,Si,No,Bianual,No,Checke por correo,80.7,5617.95,0
ID01054,Femenino,0.0,No,No,71.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),113.15,,0
ID05278,Masculino,0.0,Si,No,42.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Anual,Si,Checke por correo,108.3,4586.15,0
ID03142,Femenino,0.0,Si,Si,5.0,Si,No,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,80.85,356.1,0
ID04661,Femenino,0.0,No,No,36.0,Si,No,Fibra Optica,No,No,Si,Si,No,Si,Mes a mes,Si,Checke por correo,87.55,3078.1,1
ID01935,Femenino,0.0,Si,No,26.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),79.3,2015.8,0
ID00841,Femenino,0.0,No,No,42.0,Si,No,DSL,No,No,Si,Si,No,Si,Bianual,No,Transferencia bancaria (automatico),66.5,2762.75,0
ID04231,Femenino,0.0,No,No,13.0,Si,Si,Fibra Optica,No,Si,Si,Si,No,No,Mes a mes,No,Checke por correo,89.4,1132.35,1
ID01205,Masculino,0.0,No,Si,49.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),109.2,5290.45,0
ID05758,Masculino,0.0,,No,1.0,No,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mes a mes,No,Checke electronico,29.7,29.7,1
ID02882,Masculino,0.0,No,No,35.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),20.6,754,0
ID00246,Masculino,1.0,No,No,9.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),99.45,919.4,1
ID04732,Masculino,0.0,No,No,42.0,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Mes a mes,Si,Checke por correo,100.3,4222.95,0
ID05502,Femenino,0.0,No,Si,4.0,Si,Si,No,,,,,,,Mes a mes,Si,Checke electronico,25.45,84.2,0
ID02132,Masculino,0.0,Si,Si,35.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),20.5,759.35,0
ID00663,Masculino,0.0,Si,Si,65.0,Si,Si,Fibra Optica,Si,Si,Si,Si,No,No,Bianual,No,Transferencia bancaria (automatico),94.55,6078.75,0
ID03272,Femenino,0.0,Si,Si,25.0,Si,Si,Fibra Optica,No,No,Si,No,No,Si,Mes a mes,Si,Checke por correo,89.1,2368.4,1
ID02512,Masculino,0.0,No,No,67.0,Si,No,DSL,Si,No,Si,No,No,Si,Bianual,No,Tarjeta de credito (automatico),65.55,4361.55,0
ID05466,Femenino,0.0,No,Si,1.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Checke electronico,51.2,51.2,0
ID00484,Femenino,0.0,Si,No,46.0,Si,No,DSL,No,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),69.1,3168,0
ID02979,Femenino,0.0,No,No,55.0,Si,No,DSL,No,No,No,No,No,No,Anual,No,Tarjeta de credito (automatico),45.05,2462.6,0
ID04889,Masculino,0.0,Si,No,63.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Checke por correo,103.4,6603,1
ID05865,Masculino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,39.3,0
ID02667,Femenino,0.0,Si,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),113.65,,0
ID00569,Masculino,0.0,No,Si,27.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),,509.3,0
ID02936,Femenino,1.0,Si,No,48.0,Si,No,DSL,No,Si,No,No,No,Si,Anual,Si,Tarjeta de credito (automatico),58.95,2789.7,0
ID05340,Femenino,0.0,Si,No,55.0,Si,No,Fibra Optica,Si,No,No,No,Si,Si,Anual,Si,Checke por correo,94.75,5276.1,0
ID03442,Femenino,0.0,No,No,1.0,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Checke por correo,49.9,49.9,0
ID00920,Masculino,0.0,No,No,61.0,Si,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),111.6,6876.05,1
ID05410,Femenino,0.0,No,No,67.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke por correo,20.55,1343.4,0
ID06277,Masculino,0.0,Si,No,29.0,No,Sin servicio telefonico,DSL,No,No,No,No,Si,No,Mes a mes,No,Checke electronico,33.75,1009.25,0
ID02349,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),109.2,,0
ID03208,Femenino,0.0,Si,Si,14.0,Si,Si,Fibra Optica,No,No,Si,No,No,Si,Mes a mes,Si,Checke por correo,87.25,1258.6,1
ID05663,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,,Checke electronico,,19.5,0
ID00084,Femenino,0.0,Si,Si,36.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Transferencia bancaria (automatico),51.05,1815,0
ID05011,Femenino,0.0,No,No,59.0,Si,No,Fibra Optica,No,No,Si,No,Si,Si,Bianual,No,Checke por correo,95.8,5655.45,0
ID00089,Femenino,0.0,Si,Si,39.0,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),99.95,3767.4,0
ID02771,Femenino,0.0,Si,Si,55.0,Si,No,Fibra Optica,No,Si,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),103.7,5656.75,0
ID06465,Femenino,0.0,Si,Si,56.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,20.05,1090.1,0
ID04517,Femenino,1.0,Si,No,26.0,Si,Si,Fibra Optica,No,Si,Si,No,No,Si,Mes a mes,Si,Checke por correo,93.85,2381.55,1
ID03956,Masculino,1.0,No,No,6.0,Si,No,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,79.7,497.6,0
ID04412,Masculino,0.0,No,No,21.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,73.7,1558.7,0
ID03838,Masculino,0.0,Si,No,4.0,Si,Si,DSL,No,No,Si,No,Si,No,Mes a mes,No,Checke por correo,65.6,250.1,0
ID02279,Femenino,0.0,Si,Si,71.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),,1389.35,0
ID04788,Masculino,1.0,Si,No,49.0,Si,Si,Fibra Optica,Si,Si,Si,No,No,No,Mes a mes,Si,Checke por correo,88.2,4159.45,0
ID03260,Masculino,0.0,No,Si,23.0,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,No,Checke por correo,54.15,1312.45,0
ID04725,Masculino,0.0,No,No,42.0,Si,Si,Fibra Optica,No,No,Si,No,No,No,Mes a mes,No,Checke por correo,79.9,3313.4,0
ID02787,Masculino,0.0,Si,Si,62.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),,1244.8,0
ID06004,Femenino,0.0,No,No,4.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke electronico,80.3,324.2,0
ID06892,Masculino,0.0,No,No,15.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,,304.6,0
ID03302,Femenino,0.0,Si,Si,32.0,Si,Si,Fibra Optica,Si,No,No,No,Si,No,Mes a mes,No,Checke por correo,89.6,2901.8,0
ID06639,Femenino,0.0,No,No,55.0,Si,No,DSL,No,Si,Si,No,No,Si,Bianual,Si,Checke electronico,64.75,3617.1,0
ID04409,Femenino,1.0,No,No,21.0,No,Sin servicio telefonico,DSL,Si,No,No,No,Si,No,Mes a mes,Si,Checke por correo,41.9,840.1,1
ID05201,Masculino,0.0,No,No,11.0,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,No,Anual,Si,Checke por correo,41.6,470.6,1
ID05219,Femenino,0.0,Si,No,21.0,Si,No,Fibra Optica,No,No,Si,Si,No,No,Anual,No,Checke por correo,79.2,1742.45,0
ID04329,Masculino,1.0,Si,No,17.0,Si,No,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,76.45,1233.4,1
ID03006,Masculino,0.0,No,No,62.0,Si,Si,Fibra Optica,Si,Si,No,No,No,Si,Anual,Si,Tarjeta de credito (automatico),92.3,5731.45,0
ID03913,Femenino,1.0,No,No,5.0,Si,No,Fibra Optica,No,No,No,No,No,Si,Mes a mes,No,Checke por correo,78.95,378.4,1
ID00113,Masculino,0.0,Si,Si,60.0,Si,No,DSL,Si,Si,No,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),79.05,4663.4,0
ID02817,Femenino,0.0,Si,Si,72.0,Si,Si,No,,,,,,,Anual,Si,Tarjeta de credito (automatico),23.3,1623.15,0
ID06179,Femenino,0.0,Si,No,16.0,Si,No,No,,,,,,,Mes a mes,No,Checke electronico,,314.45,0
ID06319,Masculino,0.0,No,No,56.0,Si,Si,Fibra Optica,Si,No,No,Si,Si,Si,Mes a mes,Si,Checke electronico,105.35,5794.45,0
ID06335,Masculino,0.0,No,Si,3.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Checke electronico,26.4,121.25,0
ID04296,Femenino,0.0,No,No,15.0,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Mes a mes,Si,Checke por correo,100.15,1415,0
ID06764,Femenino,0.0,Si,Si,23.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,20.05,415.1,0
ID04256,Femenino,0.0,Si,No,14.0,Si,No,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,78.1,1122.4,0
ID05301,Femenino,0.0,No,No,47.0,Si,No,Fibra Optica,Si,No,Si,Si,Si,Si,Anual,Si,Checke por correo,103.7,4730.6,0
ID02622,Masculino,0.0,Si,No,72.0,Si,Si,DSL,Si,Si,Si,Si,No,Si,Bianual,Si,Tarjeta de credito (automatico),82.3,5980.55,0
ID01222,Masculino,,No,Si,56.0,Si,No,Fibra Optica,Si,No,No,No,Si,Si,Anual,No,Transferencia bancaria (automatico),94.8,5264.3,0
ID02472,Masculino,0.0,Si,No,63.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Tarjeta de credito (automatico),,1234.8,0
ID03707,Femenino,1.0,No,No,2.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,84.05,186.05,0
ID00140,Femenino,0.0,No,No,1.0,Si,No,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),74.3,74.3,1
ID04054,Femenino,0.0,No,No,8.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,99.65,820.5,1
ID02918,Masculino,0.0,Si,No,44.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),90.65,3974.15,0
ID02745,Femenino,0.0,No,Si,46.0,Si,No,Fibra Optica,Si,Si,No,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),105.2,4822.85,1
ID06482,Masculino,0.0,Si,Si,60.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,20.55,1205.05,0
ID04200,Masculino,1.0,No,No,12.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,99.45,1200.15,1
ID02670,Femenino,1.0,Si,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),114.85,,0
ID05355,Femenino,1.0,No,No,56.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Anual,Si,Checke por correo,111.95,6418.9,1
ID03695,Masculino,0.0,No,No,2.0,Si,No,Fibra Optica,No,No,Si,Si,No,No,Mes a mes,Si,Checke por correo,79.85,152.45,1
ID03626,Femenino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke por correo,,57.4,0
ID02251,Masculino,0.0,Si,Si,69.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),,1356.7,0
ID04009,Masculino,1.0,Si,No,7.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,89.5,676.7,1
ID03872,Femenino,0.0,No,No,4.0,Si,Si,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,85.65,321.65,1
ID00689,Masculino,0.0,Si,Si,68.0,Si,No,Fibra Optica,Si,No,Si,No,No,No,Bianual,No,Transferencia bancaria (automatico),80.35,5375.15,0
ID01070,Femenino,0.0,Si,No,72.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),26.45,1914.5,0
ID06905,Masculino,0.0,Si,No,17.0,Si,No,DSL,Si,Si,No,No,No,Si,Anual,No,Checke electronico,64.8,1175.6,0
ID06778,Masculino,0.0,No,Si,27.0,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Checke electronico,56.2,1567.55,0
ID03799,Femenino,1.0,No,No,3.0,Si,No,Fibra Optica,No,No,Si,No,Si,No,Mes a mes,Si,Checke por correo,86.85,220.95,1
ID03249,Femenino,0.0,Si,Si,21.0,Si,No,Fibra Optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Checke por correo,102.8,2110.15,1
ID06980,Femenino,0.0,No,No,38.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,,755.5,0
ID00181,Masculino,0.0,No,No,3.0,Si,No,Fibra Optica,No,No,Si,No,No,Si,Mes a mes,No,Transferencia bancaria (automatico),85.7,256.75,0
ID02335,Masculino,0.0,Si,Si,72.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),87.55,6463.15,0
ID02226,Masculino,0.0,Si,Si,67.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),24.65,1620.45,0
ID06726,Femenino,0.0,Si,Si,9.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,20.25,172.35,0
ID01085,Masculino,1.0,Si,No,72.0,Si,No,Fibra Optica,Si,Si,No,Si,No,No,Bianual,Si,Transferencia bancaria (automatico),84.8,6141.65,0
ID05154,Femenino,1.0,Si,Si,55.0,Si,Si,DSL,Si,No,Si,Si,Si,No,Anual,No,Checke por correo,76.25,4154.55,0
ID05736,Masculino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.8,20.8,0
ID05202,Masculino,0.0,No,No,11.0,Si,No,DSL,No,Si,No,No,Si,No,Anual,Si,Checke por correo,61.25,729.95,0
ID03660,Femenino,0.0,No,No,2.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,No,Checke por correo,69.65,145.15,1
ID02997,Femenino,1.0,No,No,60.0,Si,Si,Fibra Optica,Si,No,No,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),101.4,6176.6,0
ID06526,Femenino,0.0,Si,Si,71.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,No,Checke electronico,91.05,6293.75,0
ID03824,Masculino,1.0,Si,No,4.0,No,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Mes a mes,Si,Checke por correo,29.9,118.25,0
ID05578,Femenino,0.0,No,Si,14.0,Si,Si,Fibra Optica,Si,No,No,Si,No,No,Mes a mes,Si,Checke electronico,86.0,1164.05,0
ID01908,Masculino,1.0,No,No,23.0,No,Sin servicio telefonico,DSL,No,No,No,No,No,Si,Mes a mes,Si,Tarjeta de credito (automatico),34.65,768.45,0
ID06127,Femenino,0.0,No,No,10.0,Si,No,DSL,No,No,No,Si,No,Si,Mes a mes,Si,Checke electronico,60.95,629.55,0
ID06052,Masculino,0.0,No,No,7.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke electronico,,168.65,0
ID05081,Femenino,0.0,No,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Checke por correo,114.9,,0
ID04472,Masculino,0.0,Si,No,24.0,Si,No,Fibra Optica,Si,No,No,Si,No,Si,Mes a mes,Si,Checke por correo,89.25,2210.2,0
ID00247,Masculino,0.0,No,No,10.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Transferencia bancaria (automatico),,208.25,0
ID03414,Masculino,0.0,No,No,1.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,42.9,42.9,1
ID01188,Femenino,0.0,Si,Si,43.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),60.4,2640.55,0
ID03549,Masculino,1.0,No,No,1.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,75.75,75.75,1
ID00693,Masculino,0.0,Si,Si,68.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),88.85,6132.7,0
ID06868,Masculino,0.0,No,No,10.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,20.35,176.3,0
ID02981,Masculino,0.0,Si,No,56.0,No,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),54.05,2959.8,0
ID02921,Masculino,0.0,Si,No,45.0,Si,No,DSL,Si,Si,Si,No,Si,Si,Anual,No,Tarjeta de credito (automatico),78.8,3597.5,0
ID05863,Femenino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,27.55,0
ID01462,Femenino,0.0,Si,No,63.0,Si,Si,DSL,Si,Si,No,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),79.7,4786.15,0
ID05577,Masculino,0.0,Si,Si,14.0,Si,Si,DSL,Si,Si,No,No,No,Si,Mes a mes,No,Checke electronico,69.2,944.65,0
ID02373,Femenino,0.0,No,No,31.0,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,Si,Bianual,Si,Tarjeta de credito (automatico),49.85,1520.1,0
ID00681,Femenino,0.0,Si,Si,67.0,Si,Si,DSL,Si,Si,No,Si,Si,No,Bianual,No,Transferencia bancaria (automatico),74.0,4868.4,0
ID04987,Femenino,0.0,Si,No,43.0,Si,No,DSL,Si,No,Si,Si,Si,Si,Bianual,Si,Checke por correo,78.8,3460.3,0
ID05021,Femenino,0.0,No,No,61.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Bianual,Si,Checke por correo,106.6,6428.4,1
ID06842,Masculino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,,47.7,0
ID05419,Femenino,0.0,Si,No,70.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Anual,Si,Checke por correo,97.65,,0
ID06935,Femenino,0.0,Si,No,26.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,26.0,684.05,0
ID02666,Masculino,0.0,No,No,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,,Tarjeta de credito (automatico),113.4,,0
ID04018,Femenino,0.0,No,No,7.0,Si,No,Fibra Optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Checke por correo,100.4,715,0
ID04652,Femenino,1.0,No,No,35.0,Si,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,99.05,3554.6,0
ID00435,Femenino,0.0,No,No,35.0,Si,Si,Fibra Optica,No,Si,No,Si,No,No,Mes a mes,No,Transferencia bancaria (automatico),85.3,2917.5,1
ID01049,Femenino,1.0,Si,No,71.0,Si,Si,Fibra Optica,Si,Si,Si,Si,No,No,Bianual,Si,Transferencia bancaria (automatico),96.35,6766.95,0
ID03797,Masculino,0.0,,No,3.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,85.3,264.8,1
ID02411,Femenino,0.0,No,No,51.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Tarjeta de credito (automatico),24.95,1288,0
ID01818,Masculino,0.0,,No,12.0,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,No,Tarjeta de credito (automatico),50.25,593.75,1
ID02490,Femenino,0.0,No,No,65.0,Si,No,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),84.85,5459.2,0
ID01953,Femenino,0.0,No,No,29.0,Si,No,DSL,Si,Si,Si,No,No,Si,Mes a mes,Si,Tarjeta de credito (automatico),68.85,1970.5,1
ID04670,Femenino,1.0,Si,No,37.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,76.5,2868.15,1
ID04308,Femenino,1.0,No,No,16.0,Si,No,DSL,No,No,No,Si,Si,No,Mes a mes,No,Checke por correo,59.4,1023.9,1
ID03161,Masculino,0.0,Si,Si,8.0,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Checke por correo,51.05,415.05,1
ID00273,Masculino,0.0,No,No,13.0,No,Sin servicio telefonico,DSL,Si,No,No,Si,Si,No,Mes a mes,Si,Transferencia bancaria (automatico),45.55,597,1
ID04737,Femenino,0.0,Si,No,43.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,No,Checke por correo,80.45,3398.9,0
ID06076,Masculino,0.0,No,No,7.0,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,No,Checke electronico,95.0,655.5,1
ID01051,Femenino,0.0,No,No,71.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Bianual,Si,Transferencia bancaria (automatico),106.75,,0
ID02396,Masculino,0.0,No,No,46.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),60.75,2893.4,0
